"","distance_from_home","distance_from_last_transaction","ratio_to_median_purchase_price","repeat_retailer","used_chip","used_pin_number","online_order","fraud"
"17293",2.24388628388573,0.0984520731309925,5.59879666894452,1,1,0,1,1
"4455",32.0297320088302,5.64283126635304,0.534805213037428,1,1,0,1,0
"11698",137.326468227778,1.51059787556158,1.7034763230498,1,0,0,1,1
"16857",150.917267100325,0.823560456516866,0.992295741355384,1,0,0,1,1
"17313",0.745165509302965,156.897029328425,10.0551067752911,0,1,0,1,1
"14065",224.730651830149,0.333980252294558,1.04281755846996,1,0,0,1,1
"7998",11.5760450289386,2.61681930941057,1.13236176189703,1,0,0,0,0
"2674",0.68031550589273,2.8641929654763,0.282772016108518,0,0,1,0,0
"3925",23.9833605922909,0.0304437375849338,1.17370971488167,1,1,0,1,0
"17163",146.394623063399,5.36086397809912,0.428739627282816,1,0,0,1,1
"4679",4.38014323125478,17.4414895882682,2.09716812750718,1,0,0,1,0
"6695",5.9073914030528,23.7912883976222,0.970022374146756,1,1,1,1,0
"957",8.83686795257176,0.99965575831009,0.424618120249589,1,0,1,1,0
"15763",8.52444174720223,0.67126111388487,4.45623642262394,1,1,0,1,1
"17572",8.13591935721996,11.5213176190984,5.61913264700242,1,1,0,1,1
"17359",113.71362940933,1.9562704378496,1.05033217821056,1,0,0,1,1
"16577",126.876982898972,0.378960293669259,0.400804538387307,1,0,0,1,1
"11874",183.398041752657,0.25519148497499,0.53210120594864,1,0,0,1,1
"8485",42.4958543370462,1.32596135991114,2.92321861215387,1,1,0,1,0
"6583",3.38941078209591,0.831765012962806,0.271121434235569,1,0,0,0,0
"5773",22.3429709057586,0.318312841313122,0.319021239230936,1,0,0,0,0
"7175",34.8133226258026,0.571663029196286,0.310711085497469,1,0,0,1,0
"6215",6.81994108680717,0.799062721240708,0.470324356743253,1,1,0,1,0
"2946",27.4589331281327,0.416174165092032,1.12309520614539,1,0,0,0,0
"2259",9.49503857634523,0.802220635596282,0.221128091870427,1,0,0,0,0
"9472",1.8856578319944,2.70695219878719,6.88650146098464,0,0,0,1,1
"16586",127.486581938595,0.238403673242221,4.2274516711084,1,0,0,1,1
"2471",130.456031636051,1.09706762131741,2.4273614998688,1,1,0,0,0
"1038",11.1060424023552,0.462608344855267,0.281661452411798,1,0,0,1,0
"9895",239.384060964567,16.5025890338537,2.7039176383364,1,0,0,1,1
"17074",5.10948671287153,51.4378546959516,11.8407060079349,1,1,0,0,1
"9682",2.15822653216578,2.29907155028825,6.82339380814424,1,1,0,1,1
"17373",44.0074681736967,7.22979015441777,6.28074952859792,1,0,0,1,1
"2776",3.44449650300378,1.00048529763471,1.25782340900323,1,0,0,0,0
"15665",5.48324743651112,3.75541652120381,6.04800696231847,1,0,0,1,1
"6554",16.9768883283309,0.550841542195154,0.573426234472901,1,0,0,1,0
"14257",11.5158109279407,0.0301584138568633,4.28636305986953,1,1,0,1,1
"17178",19.9740082602219,3.72763404745122,6.82498973492242,1,0,0,1,1
"1125",2.90211756467422,0.196755082150683,0.181796203127459,1,1,0,1,0
"15486",59.2000995048932,0.0666469185807632,8.74779834665866,1,0,0,1,1
"8577",7.37438946755326,0.136033562158389,7.08569700595009,1,0,1,0,0
"4834",40.9800752631362,1.0960994315284,0.073830673446119,1,0,0,0,0
"12412",110.630216313341,0.00263612142578816,5.27720199777696,1,0,0,0,1
"6514",20.717783061031,0.121585756683906,1.30477007825097,1,0,0,1,0
"2930",21.4882810188819,0.473153362867151,0.967104753300839,1,0,0,1,0
"13680",28.697267596206,1.3168445471742,4.49034521313669,1,0,0,1,1
"5062",4.37412020030314,0.639373287470444,1.03203102427261,1,0,0,1,0
"12759",16.7882146202032,100.756831687677,0.62983901268935,1,0,0,1,1
"8353",16.9270849828641,0.914380646768131,0.828483068831749,1,1,0,0,0
"17375",0.758712807154593,0.593188915703934,4.87362154779186,0,0,0,1,1
"10418",36.2310456676133,0.0100574594655326,6.08762418432907,1,0,0,1,1
"4595",28.8749641060378,0.131284721155435,1.62754335546303,1,0,0,1,0
"8749",73.0379773018325,10.9880553464889,1.80236665758167,1,0,0,1,0
"5693",76.9231419712103,0.440388112674645,0.658126212860358,1,1,0,1,0
"7623",4.46783212006614,3.21156261614781,0.441889456389857,1,0,1,1,0
"1180",24.9450859015361,11.4609196667437,0.453864724452829,1,0,0,1,0
"7841",20.4116688308498,0.146443717553298,1.41164244868667,1,1,0,0,0
"4678",9.448691461981,25.8314103179494,0.342206391943904,1,1,0,1,0
"5547",3.10350535535619,0.0304857844124113,1.19457580908584,1,0,0,1,0
"4857",1.80647077268798,11.7842361945505,0.0634790169012914,0,0,0,1,0
"2375",11.3445858389478,3.89975533889562,1.12343604484746,1,0,0,1,0
"764",16.8008745079671,44.9070689657712,0.725593769661512,1,0,0,0,0
"5436",7.79973342421908,1.73497319184257,0.439355302041916,1,0,0,0,0
"16858",1.84867779474824,5.38641586198916,18.943688396167,0,1,0,1,1
"1377",1.46927698107804,2.31006951102703,3.61766966237213,0,0,0,0,0
"9861",2.88155763415947,0.332194574868239,5.39040812781713,1,0,0,1,1
"12909",127.373638566355,2.03159384996388,0.701767363700952,1,0,0,1,1
"5726",3.56034178527479,0.160743154597704,0.529659881293552,1,0,0,0,0
"10350",130.364063881819,0.672683182115661,9.67848103839201,1,1,0,1,1
"16049",15.0402264815367,5.09875234697227,11.1913304397987,1,0,0,1,1
"15507",104.015883274084,24.6437529688981,4.15432404910554,1,0,0,1,1
"1418",0.357513927512549,0.721316279505013,0.553098659740735,0,0,0,0,0
"314",6.40487681412714,0.47519510009271,0.297269403602531,1,0,0,1,0
"10565",23.8861832870864,84.0358782062278,2.75990243862898,1,0,0,1,1
"8038",3.32123595518312,0.021080434569345,0.340236975085623,1,0,1,1,0
"16215",2.03248640160044,0.157170333392165,4.28041617355116,1,1,0,1,1
"11361",11.4356734568217,21.802024221586,7.76114983952351,1,1,0,1,1
"13343",12.1239648363084,0.452031966216182,13.4571546050268,1,0,0,1,1
"10168",105.695294893788,0.0321158019645768,0.421874100523685,1,0,0,1,1
"1871",3.02984699804453,5.71925323175049,0.547856307689074,1,0,0,0,0
"2741",48.4574243476959,27.9822330964802,0.250669124949779,1,1,1,1,0
"11735",263.234178005576,0.254338508299844,1.03489703655976,1,0,0,1,1
"17472",171.48186130892,1.21547822455615,0.44619459424068,1,0,0,1,1
"673",2.39350028290362,1.6307942909902,1.55060642697844,1,0,0,1,0
"13757",19.4262723408476,0.979649397148734,7.64659521829983,1,0,0,1,1
"7787",19.18743060723,5.13131960307107,0.172126751550833,1,0,0,1,0
"1969",7.26196756742917,1.08081621733369,0.725158428881144,1,0,0,0,0
"5093",10.8468093209142,7.09821200689058,0.567312597604133,1,0,0,1,0
"9069",46.6230954277674,2.41623922294243,0.415114805300709,1,0,0,1,0
"5402",3.21342410885331,67.5088632431203,1.04978683171599,1,1,1,0,0
"3121",192.020236025718,0.0139726520330613,0.314216045542415,1,1,0,1,0
"386",49.5654833405634,21.966702327642,0.544287217308918,1,0,0,1,0
"13364",10.6079569370047,0.264847892671889,5.1651717638549,1,0,0,1,1
"16681",70.0349688460048,0.175474673137309,5.4272571409237,1,0,0,1,1
"4617",82.4833783749726,0.240044792330333,0.259261620180315,1,0,0,0,0
"178",5.76300375307243,0.20230247795999,0.228667666217991,1,0,0,0,0
"189",26.1786151939815,0.114931647145845,1.89736420054517,1,1,0,0,0
"10213",15.8885775223917,7.5667494989211,5.82875165709668,1,0,0,1,1
"14055",3.46906175326202,26.5927673610711,4.52005350146316,1,1,0,1,1
"12731",99.2244993038609,31.7319100191893,6.67012220682582,1,0,0,1,1
"1911",5.44947101837884,37.5076484496893,3.33561023454484,1,0,0,1,0
"2040",19.236028479108,2.89911495552019,0.705797540681954,1,0,0,1,0
"15854",118.925022380692,0.25684714097795,0.889056341635367,1,0,0,1,1
"7769",50.8466757933203,25.4008761053623,0.286810372085737,1,1,0,1,0
"3398",1.22608530656258,0.547264362912765,0.74659183439716,0,0,0,1,0
"17550",6.17412819552008,0.0228699714524077,4.08381505239909,1,0,0,1,1
"13197",129.567582775486,3.29906798627232,1.93184483318868,1,0,0,1,1
"11681",4.84329971841089,0.275472085865745,4.65751269831637,1,1,0,1,1
"8654",2.17758970827471,0.06086736090415,0.749792405894169,1,0,0,1,0
"8565",23.3344929586688,0.481710944280115,2.16919208026033,1,0,0,1,0
"16289",16.5996138821768,3.03571368487328,21.6644874272957,1,0,0,1,1
"443",24.0610929854095,0.177485520605754,0.71571473734105,1,0,0,1,0
"16953",25.8767335181701,0.273195977246054,4.02358824171681,1,0,0,1,1
"7200",5.99243901876336,5.23571304491739,0.446706271349085,1,0,0,0,0
"16059",1.74441367115945,174.875946767612,0.177901740005602,0,0,0,1,1
"5387",14.8522967877989,0.545436702501077,2.41195033365142,1,0,0,1,0
"10655",108.247045718558,1.78241354040258,2.50643693554092,1,0,0,1,1
"8343",14.355542686704,0.013189704252309,1.28188879231823,1,1,0,0,0
"17784",3.79238093132063,0.77160859308217,12.0477696772506,1,1,0,1,1
"16217",18.3525430204479,2.93834485807615,5.15544695390202,1,0,0,1,1
"220",3.5317179498913,0.311286362339168,0.852179624521085,1,0,0,1,0
"4927",4.09075299572723,0.0519868094780492,1.12496496171544,1,0,0,0,0
"6520",8.60107880673628,0.952373288558513,1.43984369988631,1,0,0,0,0
"12426",1.56757141604601,5.61197985890762,4.62432972363553,0,0,0,0,1
"632",9.96433789725499,30.3752416508209,2.89616435770083,1,0,0,1,0
"1277",18.9505505703917,0.0392857478928575,0.206731740818305,1,0,0,1,0
"8872",21.5867711381995,0.135331723729645,0.35440143736085,1,1,1,1,0
"248",8.82096841504535,1.05723173557995,1.40907374683802,1,0,0,0,0
"2511",3.44531304794499,10.1720325390849,0.545514440298146,1,0,0,1,0
"11496",284.692596781176,5.74083614586154,0.948695264230244,1,0,0,1,1
"14658",4.89882606330763,68.7411397970193,2.31687249936682,1,0,0,1,1
"2351",3.95480488410747,0.0220063246022767,0.713386881804228,1,1,0,0,0
"13252",14.0985868973905,3.9324006586611,5.50364651577664,1,0,0,1,1
"11331",227.307407381324,0.24791339885334,4.55151939428459,1,1,0,1,1
"15988",27.9647226577853,3.10616512575652,4.0778183503847,1,1,0,1,1
"5601",65.6147299980665,0.907796367988459,3.04171407674686,1,0,0,1,0
"17848",751.685897697545,1.10132371017272,3.85996113214833,1,0,0,1,1
"2755",17.5224056648261,46.3924204845324,3.54774343541237,1,0,1,0,0
"2826",16.3766161651873,24.758512316169,1.88915960668178,1,0,0,1,0
"4705",1.5712192946761,4.70125947211391,4.27045024508907,0,1,1,1,0
"12968",3.61500924918526,3.09939905493036,4.34568843165643,1,1,0,1,1
"16888",1.65218128644694,0.168779381034157,4.412851779788,0,0,0,1,1
"3591",8.87737318034738,6.67429368637652,1.05208259542799,1,0,0,0,0
"8447",77.0435918713566,9.16659980280362,1.2065434747858,1,1,1,1,0
"14016",6.06040916871897,5.18749249164401,4.30310521035072,1,1,0,1,1
"217",0.611946605226096,0.511054343453701,1.64450269015147,0,1,0,1,0
"7208",41.9893058237903,0.646864307893465,0.714507405656715,1,0,0,1,0
"6898",0.563135252859587,0.197942328012526,2.08543648423375,0,0,0,1,0
"3877",4.7646566179978,2.75075935641289,1.15456836961791,1,0,0,1,0
"8684",5.04357583093682,0.38989370515364,0.958426301390583,1,1,0,1,0
"16306",4.9025132302837,11.4376632760066,25.8264718821779,1,1,0,1,1
"6545",11.6368953892768,0.995020107624491,0.742247589928796,1,1,0,0,0
"11539",118.276113902201,0.228877442494861,0.54967386005478,1,0,0,1,1
"4952",285.718629599911,0.0498810819015865,3.05865866392966,1,1,0,1,0
"128",19.8002217288796,2.06058856053911,0.265467501595587,1,0,0,1,0
"9806",26.3324078910108,2.04875671022246,4.52603203487514,1,0,0,1,1
"9909",7.12461422060154,0.603540541777625,5.60522315654726,1,0,0,1,1
"6874",61.2758817053748,13.8696315819372,3.0599253259122,1,0,0,1,0
"4890",1.88941633880754,0.308134725577251,1.68894463573077,0,0,0,1,0
"12591",156.537258819863,0.0272994041487732,1.56832555609423,1,0,0,1,1
"6705",8.42818213459521,0.0878766820456001,0.437557402155505,1,0,0,0,0
"7105",59.9842537670984,1.27935050641745,0.467847881116351,1,0,1,0,0
"16869",1.34774179863861,2.5184295487979,22.4950689297898,0,1,0,1,1
"14497",10.0662442922795,0.321180618578798,5.48538414032066,1,1,0,1,1
"8475",61.819026181552,3.63120985654809,0.1343224168598,1,0,0,1,0
"17338",186.578761565799,1.07626616299973,3.98227937896137,1,0,0,1,1
"3453",24.7988431449608,1.62659871653254,1.1300291831105,1,1,0,1,0
"12445",0.691171795514677,1.16300862232853,5.7668406703717,0,0,0,0,1
"14414",190.211995182457,7.57652658202179,4.01515984524992,1,0,0,1,1
"16606",42.2662274037976,0.102945867978763,7.76659834074294,1,0,0,1,1
"16751",11.5306293347778,13.1446642541331,4.53531097624352,1,1,0,1,1
"12847",1.88771697016231,0.324419858052946,5.75784529126861,0,1,0,1,1
"2710",7.78637827177718,0.533754269253073,16.172041796062,1,0,0,0,0
"9778",12.1083985922465,0.00827248067655626,4.23874844060524,1,1,0,1,1
"7783",23.9245274223271,10.7933967712114,8.09038115246724,1,0,0,0,0
"14917",14.7771320328925,0.84155933112588,5.75633656798091,1,1,0,1,1
"10232",51.7859517678236,0.34001960980546,4.8675808973679,1,0,0,1,1
"14537",4.50860437452688,4.07318290766812,14.2959517951014,1,0,0,1,1
"11583",7.2947096012967,9.48691923999876,4.87618189017012,1,1,0,1,1
"1867",124.947878823632,7.77610096972668,2.78142553568275,1,1,0,1,0
"8221",40.8075719583315,1.25869162115805,1.69445516032219,1,1,0,1,0
"5007",65.0836920916496,0.0681471828448144,1.25784498382242,1,1,0,0,0
"3598",8.58036430221006,1.05789955534783,0.536285803532745,1,0,0,0,0
"10170",431.689148852818,1.02150670446365,0.160822157562515,1,0,0,1,1
"5071",25.4308846038028,0.635933187245061,0.198520374026396,1,0,0,1,0
"4041",5.4026298658012,4.40067122006341,1.76335641273287,1,1,0,1,0
"15737",31.0985143662333,1.94671759724628,4.92882232805069,1,0,0,1,1
"7008",14.1361360240299,0.276873131636099,1.00531597087042,1,1,0,0,0
"15278",18.4712715213408,0.871964306058381,7.17743325855585,1,1,0,1,1
"16192",10.442455390381,2.68285443384535,6.06544553361124,1,0,0,1,1
"10683",25.8344291793561,8.86445761723039,7.40387446704709,1,0,0,1,1
"3141",5.1416012155552,1.68009015032542,1.29301474978112,1,0,0,1,0
"10801",140.160302905101,2.94040913175968,1.34992906442947,1,0,0,1,1
"16981",6.91963467015895,0.122852528893104,4.62105406561038,1,0,0,1,1
"10791",9.22380314218271,0.0603244927842516,5.98435905226368,1,0,0,1,1
"4250",8.42323367640479,0.0104272954384951,0.63956635489533,1,0,0,1,0
"13074",2.66946773817832,0.665807258121788,8.77828987173414,1,1,0,1,1
"14484",249.362701482618,0.967044142147124,2.57517173039157,1,0,0,1,1
"14220",15.2671982238482,1.05654461171553,7.32642588819593,1,0,0,1,1
"5302",5.93974411095909,3.10247342800229,0.715300907529325,1,0,0,0,0
"8001",10.4943940993867,19.1315409741334,1.22613566496253,1,0,1,1,0
"4053",1.30082583689887,0.214417746584766,3.01441481395517,0,0,0,1,0
"6963",1.76103240049075,0.249805052945274,0.80008990326202,0,1,0,1,0
"10179",15.5709829242589,0.141623871784246,5.26465692799483,1,0,0,1,1
"17219",1.19771330583325,11.4142987536619,5.0944632825366,0,0,0,1,1
"8730",4.14327422158226,1.87829403218441,2.77699562230737,1,0,0,1,0
"4616",1.84470426720551,3.86011453073694,0.649718838340776,0,1,0,0,0
"12406",29.6022699962639,0.379844125970184,11.300972711179,1,1,0,1,1
"4936",28.60685030485,1.23279412460243,0.493233453428604,1,1,0,1,0
"13382",6.16583170826842,0.0294391314026933,4.14682581502921,1,0,0,1,1
"15230",111.934854761769,1.63067657918469,4.24106922128952,1,1,0,0,1
"15170",196.763787155043,66.8485007058884,2.06949263367111,1,1,0,0,1
"793",0.614714029507187,11.1832238002701,1.19956934091298,0,0,0,0,0
"12084",6.3239002596193,0.0352012897339373,11.4644619840161,1,1,0,1,1
"8634",0.784751100168126,0.0913013661169946,1.353807203171,0,1,0,1,0
"4783",24.2527383991954,0.0759365895826944,0.735739824463338,1,1,0,1,0
"6081",17.1604244119439,12.7269026940244,0.722039075152736,1,0,0,1,0
"5198",8.83742753351229,2.44675752231495,0.385944610477454,1,0,0,0,0
"3417",3.39423412079595,0.688243951406509,2.67202476691214,1,1,0,0,0
"12582",172.381385401368,1.01700515739273,2.47465951020854,1,0,0,1,1
"13558",1.05072876873075,0.255227780762678,17.0528603649377,0,0,0,0,1
"7409",2.23260667633187,4.20913422043141,2.49048504558362,1,0,0,1,0
"16837",8.40139631324279,0.158598157880847,5.32339842700115,1,0,0,1,1
"3402",15.418505592424,0.427028360531005,2.1789452043396,1,0,1,1,0
"13276",15.0371888402458,0.376727509486788,4.20893712429418,1,0,0,1,1
"8904",0.860671184729081,0.151837446658692,2.39606473577643,0,1,1,0,0
"15782",1.29097482641381,2.68562230902055,9.05554933244322,0,1,0,1,1
"14796",2.57944870161682,0.373564945895014,5.60260159699148,1,0,0,1,1
"3790",5.5426837116833,0.0703461218304628,1.50332734257561,1,0,0,1,0
"988",6.06391330162438,0.401122352273656,1.17662005455847,1,1,0,1,0
"9660",2.29532206485422,0.206213188704214,4.33807877037856,1,1,0,1,1
"8042",28.8107560112831,0.282105418882619,3.86741593637766,1,0,0,1,0
"5005",11.3132757928157,1.54168300702895,1.69617410369723,1,1,0,1,0
"2033",17.6200280696581,29.9753180740728,0.535368112427487,1,1,0,1,0
"3325",12.8563026713578,0.132375455989701,0.518222328855119,1,0,0,0,0
"17232",15.243891642349,141.158429092861,0.156420181328925,1,0,0,1,1
"11647",3.32325599305257,0.0494534790874478,4.26562305563879,1,0,0,1,1
"6503",18.032860697458,0.139075676428316,0.264417028204786,1,0,0,0,0
"5321",1.14279708343089,0.248591449727448,3.47861018796935,0,0,0,1,0
"16479",127.464789585886,0.80732082929262,0.489845525562274,1,0,0,1,1
"13511",131.105572077381,0.0169736361430156,0.671221173649917,1,0,0,1,1
"16207",44.5475631344249,0.234931404139804,7.9923631839551,1,0,0,1,1
"5483",25.3549817072861,0.0925220006763668,2.30619210639614,1,1,0,0,0
"1654",10.2029389447592,1.78723922125869,4.79409205857971,1,0,0,0,0
"6241",473.598193963992,1.23619189253035,1.18003890152248,1,1,1,1,0
"7946",27.6319693232845,19.0810962007795,3.50585611754151,1,1,0,1,0
"3512",9.68969605039879,0.0747922747633404,1.12606782743306,1,0,0,0,0
"14582",3.05615199836814,115.049709800132,1.94824560343418,1,0,0,1,1
"16931",23.4343376914267,1.22586505936276,5.10089377770952,1,0,0,1,1
"1341",117.954462361274,0.562912251820709,0.55899915023649,1,1,1,0,0
"9559",0.857028676099724,0.335444831408709,11.0446568094796,0,0,0,1,1
"15669",14.5066017267624,6.13954907578972,8.17386361734539,1,0,0,1,1
"14276",2.7321542153852,0.75284411312148,4.48709473454571,1,0,0,1,1
"11150",3.2291367566597,17.6450678594552,4.15621114349537,1,0,0,1,1
"17182",18.5310699536054,3.84211325840383,4.14355567513736,1,0,0,1,1
"1564",27.278471514354,3.45774455827655,3.09137385620523,1,0,0,0,0
"9583",24.9798070809443,0.162278746309986,4.43129343686964,1,1,0,1,1
"9574",23.3772434592256,1.04503697168486,8.37898523204238,1,0,0,1,1
"14541",40.8905276538602,0.406129381546175,5.05629921929912,1,0,0,1,1
"7687",1.93976587959589,0.339127779268683,1.97110235382226,1,1,0,0,0
"8910",62.2473328999651,0.653903589598399,1.14249689674051,1,0,0,0,0
"6567",27.3933002616888,1.24704053484503,0.8595521438625,1,0,1,1,0
"13022",102.665867084642,0.998509056701172,0.473423240269076,1,0,0,1,1
"2073",7.84210100106173,0.0935556366915626,3.09179176202379,1,1,0,0,0
"1406",6.04725743343586,102.414050223453,2.77808747162529,1,0,0,0,0
"6223",1.15841203040172,2.20491441469176,0.794995544242831,0,1,0,1,0
"9781",1.17808697141541,53.7871965780283,0.3419826321235,0,1,0,1,1
"2816",19.4726297868824,1.46662314161474,0.512969282106689,1,0,1,0,0
"10858",0.925196375053719,0.47492652957216,7.43401776188242,0,0,0,1,1
"3149",25.2909197607514,7.07567378174685,3.9998176263312,1,0,0,0,0
"14501",138.767016909222,0.782297497397387,2.70692882405291,1,0,0,1,1
"3146",6.20718026205055,1.68346653830408,1.9443740395023,1,0,0,1,0
"10118",114.147890761041,10.5324719225278,2.09144283847847,1,0,0,1,1
"4534",13.8778914085372,1.52067282023605,1.04370046178303,1,0,0,1,0
"11482",75.5260388751099,0.120575766400782,4.6158696095793,1,1,0,1,1
"2323",3.20818859834631,5.11231462101645,1.06297422374975,1,0,0,1,0
"15069",207.21926422093,0.52782950457426,5.4048321474541,1,1,0,0,1
"17603",17.6476412781767,4.16872248956663,8.28828877294777,1,0,0,1,1
"2233",16.926264474914,0.16257670011127,1.82661506961961,1,0,0,0,0
"8086",0.7748920270538,1.50819914467147,0.149008464328648,0,0,0,1,0
"8702",0.912614799284076,0.191456709915103,0.273599560069871,0,0,0,0,0
"10458",9.38594148025594,0.108082996931851,4.56170951253943,1,1,0,1,1
"382",1.95045380897751,0.123398691088857,1.0625003841337,1,0,0,1,0
"7074",77.4227073538821,0.280854104272088,0.584433884374076,1,0,0,0,0
"6381",18.5681372807877,0.823066311314786,0.212124410022623,1,0,0,0,0
"9578",1.91618851448355,0.494084045819794,4.14546600728016,1,0,0,1,1
"6925",13.0286766914712,7.4635902539243,2.17060615831542,1,0,0,1,0
"2650",3.95066916047445,0.00584497562501627,0.242987728851736,1,1,0,1,0
"7246",11.3520128669122,0.0610054722038492,2.56925282882315,1,0,0,1,0
"2995",147.729311855364,0.029206386080109,1.12129462699872,1,0,0,0,0
"2014",212.67908966358,2.3279577860191,1.36890765392422,1,1,0,1,0
"3566",31.6272453882023,27.4524452703948,1.78674119254353,1,1,0,1,0
"2990",29.4265114565139,0.382985194479247,0.772387921935503,1,0,0,1,0
"17774",156.822650600535,2.84450255982644,2.09478743668458,1,0,0,1,1
"2681",2.87543397327407,1.73907242133505,2.00773505050395,1,0,0,1,0
"14140",16.5352199763088,0.704644626991894,5.45788308131722,1,1,0,1,1
"48",55.1223417298575,0.30306423788887,0.155781671723139,1,1,1,0,0
"493",24.0679890441833,2.75960042172434,0.332373508851414,1,0,0,1,0
"15389",73.4821062471866,4.13101315590923,5.45238672480344,1,0,0,1,1
"16748",0.344518165676678,0.169707608483424,6.5883042458471,0,0,0,1,1
"9691",13.1048974397829,0.442877014689202,4.36530303124849,1,0,0,1,1
"16419",0.355393601220387,1.14770377264887,4.31094425898455,0,1,0,1,1
"10866",56.707990730272,6.21746474556105,4.42399739896975,1,0,0,1,1
"6764",33.5972588862506,0.0880564934256871,3.91593237232677,1,1,0,0,0
"13109",107.906044058214,0.397904221398816,7.38916086340974,1,0,0,1,1
"7733",2.67537800974973,0.471890450871218,0.184888550057342,1,0,0,1,0
"12299",9.29634620697361,5.28466192188218,7.47304344539815,1,0,0,1,1
"9178",45.6283730420459,0.462232011849661,8.10353688190482,1,1,0,1,1
"2047",24.2001792726865,2.00689510002862,0.482130174949244,1,0,1,1,0
"16348",10.412056634113,0.536163625979469,9.45467516532775,1,0,0,1,1
"11878",1.47984148461272,1.19128968680323,4.76151620799537,0,1,0,1,1
"10680",120.545450788494,0.119154575961424,2.10918287004188,1,0,0,1,1
"11762",27.9676433521968,0.959604487974599,6.70657964028897,1,1,0,1,1
"2856",7.11671743177886,0.0622522322393183,0.568081567734446,1,0,0,0,0
"14673",196.456346744889,47.2965562447618,7.1710011451511,1,0,0,1,1
"10523",0.715405522714963,3.21403978937159,11.376182445754,0,0,0,1,1
"16976",4.68342946208665,4.94658484390283,5.92398392894276,1,1,0,1,1
"12739",244.620129593898,0.276044545385842,4.06084656041394,1,0,0,1,1
"16426",7.51034244002523,0.0110503997332132,4.50878339137031,1,0,0,1,1
"2679",9.68151324628047,0.114725980358687,0.901387707701385,1,1,0,0,0
"12760",0.548067999887143,5.03848214183458,8.2495210299255,0,1,0,1,1
"1028",13.8319326997704,6.10743641495338,0.283233106925289,1,1,0,1,0
"7473",41.1325633421312,0.853992630622314,0.355592475985938,1,0,0,1,0
"3978",3.89777958971108,1.6266556869368,0.246533161033353,1,0,0,1,0
"2138",1.30332973567761,0.417874529205044,0.716199310291112,0,0,0,0,0
"2639",3.70994584307972,1.17490596740184,3.79811399245442,1,1,0,1,0
"14832",16.949946087083,0.143546611706986,5.26965912435079,1,0,0,1,1
"17194",1.6573416463827,18.6245440144872,8.68044252933808,0,0,0,1,1
"244",28.3862980520595,0.496519351458206,1.22212290449004,1,1,1,1,0
"11123",106.248398225386,13.8099392123881,0.168728765825055,1,0,0,1,1
"8985",40.0959544365058,0.0351957894530743,0.290303098493378,1,1,1,1,0
"4122",6.417746124855,0.00551952506909486,0.873697281413201,1,0,0,1,0
"15893",2.1757592775564,37.2865522254556,4.2981297493118,1,0,0,1,1
"7654",1.85111754464392,1.00812634830918,1.00492749126812,0,1,0,1,0
"15044",13.9142452002613,0.701993443024528,5.38440865091205,1,0,0,1,1
"9429",8.7029264199879,1.71716165005199,6.44130672818668,1,0,0,1,1
"14654",0.293056700174551,0.0701717195707367,5.24675437705947,0,0,0,0,1
"13462",3.82566537308029,0.835759028732415,6.73562611018528,1,0,0,1,1
"6171",2.91253245045267,0.626328989419617,0.606899959236604,1,0,0,1,0
"12478",221.88616780695,0.0918217463229439,1.52742246483424,1,0,0,1,1
"1016",5.47477525147349,0.496892945528224,0.200213437132772,1,0,0,1,0
"4629",13.9066170736127,0.274812804733915,1.22950341210391,1,1,0,1,0
"15376",1.91884417317898,0.959301021980265,17.9420061919006,1,1,0,1,1
"3261",0.885467673571256,12.556054663862,0.0775831608354669,0,1,0,1,0
"11694",0.65490007690221,0.0312167899771669,6.18373655174638,0,0,0,1,1
"13081",7.93545023292428,132.565349775726,1.15526150925628,1,0,0,1,1
"14875",202.458162330815,1.58869019453578,1.06856659216994,1,0,0,1,1
"7500",2.76387242207128,3.97632866460431,0.529140131316919,1,0,0,1,0
"2401",51.7138169673004,1.86727752679017,1.49455952313158,1,0,1,0,0
"9037",15.1494570968304,0.0368286908206862,0.497469984542595,1,0,0,1,0
"3743",1.25679194339773,7.85055782068171,2.79565296301273,0,0,0,1,0
"3697",15.8847460341258,0.341590099331229,1.49868222549745,1,0,0,0,0
"12188",12.8023542341906,9.23217148883439,5.97779576580618,1,1,0,1,1
"11816",21.8496635272005,0.315359261698443,4.47856977677887,1,1,0,1,1
"13768",4.60476377600303,2.13606401798819,6.8160694417469,1,1,0,1,1
"9792",23.9513441948706,7.73479396463213,4.25156421916409,1,0,0,1,1
"16601",3.77900258371558,0.0540106250077918,4.41762537997062,1,1,0,1,1
"700",2.96292351859728,11.3847458487962,3.46963781922013,1,0,0,0,0
"5849",66.1394371752473,0.774602166810736,0.909315551427793,1,0,0,1,0
"107",2.3814485190968,0.459919277637106,1.86254924503186,1,0,0,0,0
"1014",136.699702202123,5.27119686447906,2.52086946902459,1,1,0,1,0
"11654",27.6685119980037,34.814683529267,5.51893210151153,1,0,0,1,1
"10640",26.0649842707352,0.121398837645135,6.64300018117933,1,0,0,1,1
"15725",6.31690077139959,0.143753344227302,6.49496453683928,1,0,0,1,1
"7383",4.92637287344198,1.8007028129372,0.321206006793704,1,1,0,1,0
"3397",5.70839986732339,2.60554632299984,0.510846279295245,1,1,0,1,0
"12728",50.4080031533636,0.986654063002076,23.5066980891889,1,0,0,1,1
"17651",71.4443631013132,2.37556662372048,5.82432017415036,1,1,0,1,1
